Age,Department,Study_Hours_Per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
18,Mathematics,2.4,66.07,85.37,95.27,73.87,87.54,81.5,72.14,86.43,A
23,Business,3.6,100.0,27.1,65.31,69.52,82.02,57.5,89.85,64.28,D
18,Business,3.4,86.13,63.65,56.87,78.03,64.73,32.7,64.63,62.64,F
24,Mathematics,2.2,64.32,68.38,64.97,90.01,60.76,86.1,73.74,72.87,B
20,Engineering,6.3,44.03,88.5,59.43,60.88,68.47,45.1,76.76,70.27,C
22,CS,3.7,90.01,65.9,67.74,74.73,61.66,92.7,68.8,71.96,C
18,Business,1.8,58.1,42.33,25.82,86.39,100.0,71.8,79.46,60.2,F
21,Business,5.1,73.1,74.07,62.2,78.21,47.63,53.1,53.22,65.53,D
24,Mathematics,5.1,81.47,73.9,70.8,65.91,76.29,56.3,72.49,72.78,C
20,Mathematics,7.1,77.93,45.27,50.73,74.39,56.72,93.5,64.74,63.31,F
20,Mathematics,4.0,75.72,39.02,35.53,93.78,54.59,75.3,92.43,59.49,F
20,Engineering,6.5,70.8,47.61,93.72,53.18,76.71,78.2,74.1,75.6,B
24,CS,6.6,86.91,100.0,69.64,95.84,100.0,55.9,75.86,86.74,A
22,CS,7.4,75.78,56.45,59.07,79.57,62.95,97.6,86.67,72.52,C
18,Engineering,6.1,72.73,77.44,39.91,67.01,66.23,76.8,77.95,65.97,D
23,Business,2.9,63.43,29.61,58.17,84.03,69.62,74.4,68.84,62.19,F
22,Engineering,5.6,83.7,61.18,51.07,85.48,70.22,72.6,76.81,68.65,C
22,Engineering,3.8,84.35,49.07,52.45,53.49,62.63,65.2,92.06,60.59,F
24,Business,5.0,81.83,63.13,64.09,76.94,67.47,77.7,71.5,70.93,C
22,Engineering,6.5,82.49,65.5,45.69,69.63,41.13,62.2,100.0,62.89,F
20,CS,4.9,70.32,58.41,54.84,81.68,70.28,76.9,70.59,68.13,D
23,Mathematics,4.6,89.21,51.13,72.38,81.63,80.97,74.2,85.9,74.64,B
20,Engineering,5.5,85.05,61.72,86.51,60.79,62.78,66.9,68.96,73.17,B
20,Engineering,6.6,71.64,73.81,63.39,75.17,72.14,70.8,94.49,75.7,B
21,Engineering,3.9,100.0,78.66,68.49,62.18,75.57,92.7,82.33,76.39,B
22,Business,3.2,82.93,70.73,70.38,73.23,72.26,98.2,84.66,76.97,B
22,Mathematics,5.2,95.44,90.59,62.18,45.5,68.71,100.0,81.63,74.67,B
24,CS,4.6,81.64,64.13,57.55,80.64,48.18,62.3,65.06,64.45,D
19,Business,5.0,81.52,100.0,60.92,90.02,64.05,88.0,91.94,81.88,A
24,Engineering,4.6,92.98,79.8,60.6,58.3,96.45,64.0,100.0,76.05,B
24,CS,4.2,63.21,41.79,68.54,62.15,57.87,82.6,70.35,64.32,D
23,CS,3.4,64.73,74.06,57.35,64.77,73.1,84.3,97.63,72.59,C
19,Business,1.9,80.04,56.56,67.72,72.41,90.21,62.6,82.62,71.49,C
24,Engineering,2.9,70.8,74.36,56.62,80.41,80.07,55.3,63.39,69.25,C
18,Business,2.5,64.48,54.9,90.03,63.89,56.21,61.5,71.17,70.52,C
19,Business,4.0,78.71,56.21,61.52,50.83,58.39,76.7,54.26,61.18,F
20,Engineering,5.8,76.46,88.44,93.78,62.51,73.98,100.0,96.27,88.82,A
19,Business,5.2,84.0,57.25,29.89,74.04,44.71,77.4,73.19,55.89,F
23,Mathematics,1.1,79.23,60.16,100.0,85.87,74.5,54.7,79.94,80.1,A
21,CS,8.3,77.51,47.47,49.91,69.32,47.01,68.2,93.41,62.23,F
22,Engineering,0.8,62.75,40.8,66.69,84.12,77.77,53.6,84.27,66.64,D
18,Business,5.0,78.23,86.89,70.12,83.69,67.15,85.9,68.29,78.96,A
20,CS,3.6,68.8,71.7,50.14,64.6,76.39,66.8,71.85,66.2,D
18,CS,3.5,93.4,65.08,66.35,59.23,79.93,43.3,100.0,69.88,C
24,Engineering,4.3,100.0,66.87,29.26,84.75,69.45,59.4,62.01,59.57,F
19,Business,3.3,79.53,91.32,78.4,79.65,79.11,79.5,78.07,83.01,A
24,Business,2.6,88.96,76.56,74.62,71.23,69.92,81.6,60.33,74.36,B
18,Engineering,5.0,82.95,65.13,61.71,77.95,84.67,69.4,75.81,72.95,B
23,CS,1.8,89.39,52.98,68.24,80.03,66.53,53.0,80.0,67.25,D
20,Business,6.2,91.27,72.0,77.46,75.47,85.35,90.2,84.58,82.34,A
21,Mathematics,3.5,96.73,75.84,67.13,90.15,88.79,40.6,61.34,74.09,B
22,Business,6.5,59.78,79.64,38.27,69.68,76.82,77.9,52.96,65.72,D
19,Mathematics,6.1,73.96,80.82,82.74,60.11,56.34,81.4,69.94,76.64,B
18,CS,3.2,72.95,73.91,96.17,66.3,54.86,65.0,97.89,79.7,A
24,CS,9.3,100.0,56.27,40.76,82.71,84.42,54.3,74.03,66.03,D
20,Engineering,4.2,81.88,47.58,74.36,72.57,73.39,87.6,67.25,71.3,C
19,Mathematics,4.5,100.0,56.3,50.98,79.44,71.64,54.2,100.0,66.89,D
20,Engineering,6.3,79.3,81.13,62.25,81.36,52.2,84.6,80.24,74.57,B
24,Mathematics,3.0,68.11,57.55,68.27,61.95,65.34,79.7,73.75,67.93,D
24,CS,8.8,76.54,56.95,64.16,88.26,76.35,62.4,83.22,74.29,B
19,CS,1.5,82.55,43.12,35.64,83.49,64.67,68.3,79.51,57.07,F
21,Engineering,4.7,61.04,78.78,72.75,73.16,60.56,41.3,85.97,72.72,C
22,Business,6.8,71.19,72.77,83.98,81.84,58.51,51.7,80.18,77.39,A
24,Mathematics,8.2,89.08,36.1,52.01,76.65,49.89,73.3,66.53,59.89,F
21,Engineering,3.6,79.19,77.86,84.93,100.0,61.16,69.9,94.78,83.49,A
20,CS,4.3,56.77,67.69,67.08,95.4,100.0,65.6,78.95,79.58,A
21,Business,5.2,93.28,70.5,69.28,61.1,77.86,73.5,88.39,74.52,B
23,Engineering,5.4,68.16,40.06,61.96,54.12,76.69,82.1,74.86,64.62,D
19,Business,5.0,70.88,81.01,81.6,66.99,48.64,77.0,76.08,75.83,B
22,CS,5.5,88.82,98.2,93.62,100.0,66.39,70.0,99.87,92.42,A
23,Business,3.6,66.37,67.84,57.25,72.75,84.86,69.8,88.08,71.97,C
20,Mathematics,2.4,100.0,86.96,40.3,76.37,85.54,57.3,62.24,66.92,D
20,Engineering,7.7,84.1,64.57,77.82,79.67,95.88,64.5,86.45,81.54,A
21,CS,6.1,79.72,79.66,71.61,75.93,65.18,82.8,80.51,77.96,A
24,CS,3.2,100.0,62.99,76.59,64.38,87.83,65.4,58.63,72.41,C
18,Engineering,3.0,81.36,100.0,53.8,75.52,44.27,71.4,77.05,70.45,C
22,Mathematics,3.5,66.78,82.23,46.44,58.26,66.06,52.6,59.04,61.94,F
21,CS,5.4,93.62,76.29,76.28,61.18,42.4,41.6,77.13,68.25,D
19,CS,2.9,67.04,67.2,59.75,90.14,52.73,55.7,68.21,66.64,D
20,CS,6.1,82.88,67.11,36.26,73.01,61.23,81.1,100.0,65.6,D
23,Business,5.9,86.45,70.58,78.48,66.36,60.76,74.9,96.47,76.82,B
21,Mathematics,6.6,81.37,85.58,51.87,67.85,76.6,100.0,82.13,75.86,B
19,CS,2.9,66.32,58.86,80.82,72.12,55.75,93.4,66.71,72.66,C
24,Engineering,7.0,76.2,56.83,40.11,69.13,74.03,45.8,100.0,62.95,F
24,Business,5.3,86.19,89.62,74.4,90.37,73.53,48.9,82.03,80.57,A
21,Mathematics,5.1,67.46,56.6,53.43,100.0,79.07,64.9,86.04,71.85,C
22,Business,4.6,63.98,75.12,67.85,64.53,83.33,44.2,82.42,72.52,C
18,CS,5.0,78.66,60.0,60.39,69.31,88.9,75.4,70.42,70.93,C
24,Business,4.4,60.38,75.78,55.31,71.64,75.64,62.1,62.88,68.54,C
21,CS,3.9,63.52,51.38,86.04,81.07,64.44,38.8,71.53,70.9,C
20,Mathematics,2.6,84.57,88.47,64.56,89.68,40.19,69.3,71.16,71.89,C
21,Mathematics,3.7,76.62,76.29,69.4,63.64,75.25,75.2,55.6,71.84,C
19,Business,7.0,79.34,46.92,67.34,58.3,69.54,54.4,77.04,65.41,D
18,Engineering,5.4,100.0,78.29,75.15,73.75,82.53,71.0,78.29,79.27,A
21,Engineering,4.2,74.19,67.87,71.94,57.32,94.33,66.1,75.99,74.21,B
22,Business,1.1,75.3,48.14,68.7,69.37,68.04,92.4,79.46,68.59,C
20,CS,6.8,94.75,89.2,72.96,79.8,56.23,70.1,71.89,77.73,A
21,Business,6.1,79.86,52.98,62.12,53.22,60.43,95.5,76.67,66.55,D
21,Engineering,0.0,84.44,50.95,55.1,81.21,71.27,98.3,73.14,66.74,D
23,Engineering,2.3,82.66,46.8,72.83,93.48,70.37,95.0,76.37,74.07,B
20,Engineering,2.5,86.79,37.77,61.89,68.08,81.07,77.9,75.2,65.05,D
22,Mathematics,5.4,72.65,65.31,88.73,36.06,43.07,68.7,84.1,69.53,C
18,CS,1.9,84.83,91.34,47.99,92.9,44.83,84.3,57.03,68.41,D
21,CS,7.7,68.65,54.73,72.27,89.99,70.85,65.0,58.25,72.93,B
22,Mathematics,3.2,83.47,56.31,75.39,74.36,77.74,93.7,62.51,73.92,B
18,Business,4.9,85.46,47.25,74.86,77.36,74.31,69.8,84.69,72.56,C
23,CS,5.8,90.82,50.86,59.46,79.3,80.63,70.4,63.86,68.33,D
24,CS,4.7,100.0,68.62,69.02,65.8,62.28,63.6,61.21,68.47,D
20,CS,2.9,81.38,70.55,73.71,64.34,60.8,30.2,71.19,66.58,D
21,Mathematics,5.9,82.82,85.34,60.45,89.8,61.17,72.9,67.93,74.88,B
24,Business,8.4,91.05,57.6,78.77,76.13,57.02,55.2,61.57,71.0,C
24,Business,6.2,82.62,60.29,74.21,57.01,84.79,68.5,97.15,75.26,B
19,Business,5.4,91.67,100.0,53.96,67.93,73.26,65.6,63.02,72.93,B
24,Business,8.5,100.0,71.97,47.58,67.16,79.38,20.8,77.29,64.71,D
22,Business,0.7,72.31,69.2,66.85,84.64,63.16,59.5,77.6,70.12,C
23,Business,6.1,86.9,42.06,60.53,86.16,76.96,93.5,83.73,71.81,C
24,CS,3.6,85.54,72.92,22.28,87.41,79.68,96.1,80.92,65.83,D
22,Business,0.3,74.62,57.97,42.73,100.0,59.86,100.0,90.7,67.61,D
24,CS,3.4,93.63,53.56,53.91,68.01,46.14,81.8,74.06,61.29,F
18,Business,7.6,80.81,30.2,53.19,83.12,59.92,100.0,61.1,63.36,D
20,Engineering,4.6,72.37,64.02,72.29,79.47,57.22,71.3,52.02,69.63,C
21,Business,5.0,75.65,77.06,66.24,68.86,66.22,46.6,76.3,70.34,C
23,Engineering,3.2,77.57,96.15,90.9,97.51,69.32,72.3,86.5,89.0,A
18,Engineering,4.2,61.79,79.66,53.95,62.71,68.83,75.4,95.38,71.03,C
22,CS,6.7,73.89,81.41,77.6,62.39,80.62,63.9,80.85,78.84,A
20,Mathematics,1.2,93.57,64.47,49.38,80.05,81.65,36.4,73.31,63.53,D
19,CS,5.2,85.76,40.99,69.47,80.02,67.66,100.0,69.66,70.76,C
21,Business,7.7,67.7,40.53,67.3,87.64,76.88,100.0,50.87,71.91,C
21,Business,3.2,73.14,73.69,84.3,68.59,55.19,74.7,100.0,77.66,A
21,CS,5.1,85.87,75.49,78.01,71.94,78.63,42.1,67.16,74.56,B
20,CS,7.4,63.62,68.06,55.29,66.01,50.52,47.3,91.39,65.25,D
24,Business,5.4,75.65,46.88,61.18,78.97,71.96,22.4,87.79,64.09,D
18,CS,2.8,75.86,52.24,84.87,69.2,73.03,51.9,72.9,71.12,C
21,CS,1.7,74.12,65.43,81.78,76.62,48.23,69.1,92.95,73.4,B
18,Business,3.5,87.83,69.31,58.83,71.5,89.13,89.9,100.0,76.35,B
20,Business,4.9,83.37,80.66,77.46,87.84,67.87,92.7,87.35,83.18,A
21,Business,4.4,67.81,50.54,57.57,77.64,87.15,70.0,93.64,70.66,C
22,CS,5.2,75.98,28.52,49.39,69.02,66.86,75.3,63.94,57.43,F
18,Business,5.5,68.99,77.91,46.44,88.17,64.98,54.5,79.87,68.67,C
22,Business,3.9,81.61,69.17,53.02,83.39,63.82,41.0,76.23,65.49,D
19,Business,3.0,91.7,67.49,46.71,78.12,90.77,58.9,61.51,66.39,D
18,Business,2.9,89.92,57.92,55.32,75.02,71.88,92.2,88.5,69.74,C
23,CS,2.3,79.65,71.71,70.78,67.4,86.79,62.7,70.76,73.2,B
21,Mathematics,7.2,85.14,70.16,27.5,57.74,61.65,63.9,67.77,56.96,F
18,Engineering,4.1,93.13,62.85,55.87,83.77,68.05,90.1,62.98,69.46,C
21,Engineering,3.7,92.41,50.02,52.95,55.27,53.45,73.4,88.57,60.24,F
18,Engineering,4.6,73.18,62.54,31.17,80.82,64.55,88.3,77.28,62.52,F
18,Engineering,1.4,82.91,72.04,64.43,85.94,56.0,67.2,55.9,68.04,D
22,Mathematics,7.0,94.33,70.63,77.61,59.55,53.96,64.4,51.74,69.55,C
19,Engineering,6.8,75.64,78.37,50.38,80.49,61.09,67.5,74.01,69.58,C
18,Mathematics,2.4,75.62,82.7,76.84,90.51,52.77,93.6,93.02,80.95,A
24,Mathematics,4.9,76.68,87.07,89.99,54.81,78.76,77.9,78.55,82.54,A
24,CS,4.8,65.72,66.73,82.08,71.6,74.47,70.2,65.72,75.87,B
21,Engineering,3.8,68.09,64.58,74.87,81.76,59.1,94.3,73.54,75.19,B
19,Engineering,5.3,86.75,62.01,59.98,100.0,94.23,89.8,81.35,79.3,A
23,CS,3.4,93.92,83.08,59.04,85.59,82.76,68.7,54.94,73.64,B
22,CS,2.2,77.87,76.29,37.57,79.09,100.0,42.1,90.96,67.8,D
23,Mathematics,4.4,78.13,70.06,85.89,54.47,54.87,66.7,76.26,72.68,C
24,Mathematics,6.1,98.05,56.01,83.86,84.64,71.34,79.8,84.58,79.24,A
24,CS,5.1,91.52,85.13,55.8,71.69,53.91,65.3,81.36,69.82,C
20,Business,4.3,79.81,56.79,55.51,89.51,74.19,67.6,98.51,71.33,C
24,Business,4.8,96.75,65.22,83.44,91.27,80.71,76.9,100.0,83.96,A
19,Engineering,4.0,76.87,56.7,55.59,93.16,57.27,67.2,60.64,65.37,D
22,Business,4.1,82.32,63.46,50.11,86.45,89.26,69.3,76.71,70.73,C
19,Business,4.4,68.71,93.82,57.04,75.17,92.94,100.0,79.07,81.2,A
21,Business,2.8,75.86,86.13,42.23,61.16,73.04,58.5,87.09,65.98,D
21,Mathematics,5.1,74.37,71.5,49.35,84.28,68.46,70.9,70.58,68.71,C
18,Engineering,4.1,53.99,63.34,65.65,72.62,67.38,76.0,78.2,70.83,C
20,Engineering,4.7,95.12,38.84,31.99,80.49,67.09,87.8,87.23,59.36,F
18,CS,1.5,76.22,51.01,60.54,72.25,72.33,56.0,80.76,64.48,D
24,Business,4.0,85.2,59.81,88.07,78.39,78.62,68.9,75.54,78.38,A
21,CS,3.6,67.73,80.97,79.32,90.13,53.64,73.0,55.45,76.2,B
18,CS,9.4,100.0,65.47,43.05,73.95,75.72,72.1,85.04,68.87,C
24,CS,7.9,67.59,89.31,61.59,81.42,94.33,76.2,79.07,82.18,A
24,CS,7.1,92.79,65.12,66.7,71.59,64.53,75.2,85.3,73.05,B
19,CS,4.7,100.0,59.41,69.84,71.74,53.24,77.4,89.36,70.61,C
19,Business,3.8,85.73,93.73,58.96,58.07,57.17,75.6,75.15,70.69,C
22,Engineering,4.7,81.58,56.99,45.08,78.81,47.67,80.6,68.92,61.2,F
22,Business,4.0,90.54,62.1,97.86,75.32,64.35,100.0,72.28,81.96,A
18,Engineering,2.7,62.49,77.2,81.89,92.43,96.54,47.7,73.27,81.8,A
19,Mathematics,3.9,70.93,79.72,33.25,80.7,85.99,76.8,68.5,67.4,D
18,CS,5.2,57.89,45.54,45.34,59.73,48.26,83.1,78.57,57.68,F
24,Business,3.0,82.78,77.19,52.33,50.0,65.59,45.5,89.68,63.49,D
21,Business,3.3,63.99,59.26,50.08,75.92,70.48,100.0,59.8,66.47,D
22,Business,3.4,95.32,100.0,99.02,63.46,78.54,98.1,79.92,90.51,A
22,Engineering,4.3,89.26,67.04,40.85,62.16,78.88,82.0,85.39,65.71,D
20,Business,4.9,85.76,72.38,48.34,84.65,74.09,66.9,75.54,69.48,C
20,CS,2.4,89.32,61.08,83.97,100.0,48.36,39.5,67.18,71.53,C
22,Engineering,3.3,87.91,63.4,63.87,80.8,67.99,55.7,78.37,69.22,C
23,Business,5.9,80.9,76.16,46.63,55.22,47.68,87.3,65.96,62.93,F
19,Business,3.9,66.01,87.88,55.57,74.75,87.55,92.5,70.16,76.81,B
23,Engineering,3.6,69.69,61.21,68.29,61.43,46.11,78.6,59.61,64.48,D
23,Engineering,6.0,76.08,53.38,56.87,83.48,78.72,65.4,77.98,69.4,C
22,Business,6.0,92.97,69.56,100.0,79.87,59.73,89.0,79.32,84.68,A
23,Mathematics,4.7,88.43,62.11,34.6,83.87,60.86,56.1,99.99,62.47,F
19,Business,1.8,67.25,46.73,57.8,74.82,37.51,89.8,72.59,60.67,F
22,Engineering,7.4,72.38,55.13,63.91,92.09,74.1,66.6,87.78,74.27,B
24,Business,4.4,63.35,65.23,55.19,90.37,46.94,46.5,64.12,63.46,D
20,Engineering,3.4,87.33,42.8,84.07,72.57,64.34,57.4,71.33,68.89,C
23,Engineering,1.9,87.25,83.35,23.06,91.48,91.22,95.4,74.63,68.95,C
18,Business,1.2,76.45,55.95,81.74,67.63,52.02,65.8,77.48,68.59,C
21,Mathematics,4.8,96.0,100.0,68.68,65.62,76.55,82.3,86.37,81.2,A
22,Mathematics,6.5,72.88,49.08,64.73,87.18,71.91,73.9,90.61,72.8,B
24,Engineering,7.0,88.12,56.64,40.13,54.12,43.27,87.0,74.27,57.6,F
18,Mathematics,5.8,66.24,43.62,52.59,57.36,70.51,95.9,85.19,64.69,D
23,Business,3.7,94.37,92.1,77.53,64.94,67.91,82.2,71.93,78.87,A
23,CS,7.0,66.1,42.38,59.14,81.53,65.8,60.4,78.26,65.68,D
24,CS,4.6,82.8,71.06,71.37,61.51,66.49,94.3,85.0,75.05,B
18,CS,2.2,73.86,57.24,34.74,90.91,100.0,61.9,82.83,66.08,D
24,Mathematics,7.5,94.72,56.85,65.31,62.92,55.77,91.6,70.89,68.77,C
19,Business,8.0,82.94,66.38,62.05,82.31,72.45,77.6,47.28,71.59,C
24,CS,5.7,73.77,54.73,65.8,70.18,97.8,52.5,77.42,71.72,C
22,Mathematics,4.9,74.5,55.19,55.14,74.81,70.69,74.9,39.06,63.25,F
21,CS,5.5,76.38,84.41,31.99,55.14,45.68,100.0,91.82,63.53,D
21,Engineering,2.4,77.26,64.98,61.15,79.31,58.78,80.3,84.34,69.72,C
21,Business,3.1,81.01,94.41,77.58,77.32,79.35,71.9,48.68,79.26,A
23,Engineering,3.7,92.94,55.04,60.79,85.14,71.05,55.5,69.5,67.02,D
24,CS,5.1,90.02,72.07,73.37,91.36,57.91,60.8,52.64,72.71,C
21,Business,1.6,86.36,61.11,98.92,76.45,72.95,87.4,74.12,81.26,A
21,Business,6.9,91.15,45.28,48.2,65.92,56.15,72.0,64.5,58.93,F
24,Mathematics,5.0,88.96,63.27,54.3,89.49,61.82,65.6,72.2,67.92,D
22,Business,4.8,72.46,74.76,83.3,79.71,69.01,64.7,54.42,76.56,B
23,Engineering,5.6,77.95,67.15,59.66,89.11,85.02,88.8,64.58,75.59,B
20,CS,3.7,63.13,75.03,74.11,57.36,86.11,75.9,53.49,73.55,B
18,Engineering,7.2,73.17,51.71,78.18,62.04,76.4,57.0,83.76,72.24,C
18,CS,2.2,74.58,87.22,68.55,72.34,60.02,56.9,75.35,72.19,C
23,Engineering,0.8,77.46,55.69,65.47,78.84,66.98,30.8,80.69,64.2,D
23,Engineering,4.1,91.98,56.67,52.75,63.22,63.26,42.6,66.17,59.06,F
21,CS,1.7,91.06,71.3,69.48,77.18,66.45,70.3,75.75,72.1,C
24,CS,9.7,93.48,60.06,85.54,88.64,60.01,57.1,87.39,79.27,A
20,CS,6.4,75.61,59.95,70.54,69.03,66.61,81.4,77.03,72.54,C
22,Mathematics,4.0,82.68,67.32,8.07,82.14,78.05,100.0,58.82,57.8,F
20,Business,4.4,82.39,61.26,55.41,68.63,70.28,35.5,87.31,64.19,D
20,Mathematics,6.5,91.35,74.45,55.65,70.07,68.46,96.0,71.49,72.36,C
22,Business,0.1,84.86,64.05,67.12,77.72,69.24,78.1,90.35,71.88,C
22,CS,10.5,67.11,50.01,57.54,80.3,75.93,72.6,88.26,72.03,C
22,Engineering,5.5,86.57,94.74,88.88,76.53,84.67,39.2,90.06,85.47,A
22,Business,5.7,66.8,42.6,50.38,94.27,40.25,87.1,74.55,62.83,F
18,CS,5.8,85.96,66.67,63.33,68.59,84.77,72.5,61.52,71.64,C
22,CS,2.5,71.66,52.46,78.07,78.73,63.38,59.6,68.66,69.31,C
20,Business,5.7,93.3,89.51,72.79,75.02,68.16,100.0,86.37,82.7,A
23,CS,4.9,70.07,79.89,64.58,68.22,49.91,79.2,72.7,70.71,C
22,CS,4.0,100.0,67.66,66.24,62.81,94.98,57.3,91.03,73.91,B
23,CS,4.4,92.64,61.14,59.56,58.84,61.17,51.1,71.62,62.57,F
18,CS,6.2,100.0,70.12,59.38,63.33,65.91,52.4,88.89,68.45,D
24,CS,6.8,78.74,54.89,60.16,78.46,68.67,55.3,58.65,65.89,D
18,CS,2.6,71.63,69.25,76.66,67.35,77.71,42.4,66.49,70.8,C
22,CS,1.9,79.55,49.99,64.57,98.01,78.37,92.2,69.54,72.95,B
24,Engineering,4.6,54.07,44.64,39.09,65.13,77.53,67.6,80.19,59.13,F
24,Engineering,4.1,74.88,67.22,91.35,100.0,59.79,82.7,58.64,81.0,A
21,Engineering,5.4,54.16,77.47,58.31,62.44,91.04,57.3,64.51,70.89,C
18,Mathematics,0.0,87.55,63.31,86.47,54.4,73.02,96.5,68.62,74.23,B
20,CS,0.7,76.4,51.73,76.03,80.18,72.88,61.6,41.0,66.72,D
22,Engineering,3.6,65.05,71.48,83.75,62.01,60.54,40.7,75.93,71.27,C
21,Mathematics,5.0,89.08,39.35,81.72,72.54,71.32,50.7,78.64,69.4,C
23,Business,6.8,69.71,64.09,50.46,91.36,78.25,62.1,66.81,69.69,C
20,CS,6.4,80.85,48.23,58.75,71.45,65.75,83.3,77.75,67.16,D
20,Mathematics,6.9,76.65,63.31,62.3,84.14,59.7,83.1,100.0,74.69,B
20,Engineering,3.1,70.43,99.36,74.07,99.71,95.92,83.6,80.36,89.38,A
20,CS,4.8,100.0,71.8,53.13,75.39,85.81,78.4,83.76,73.1,B
22,Business,4.4,87.48,63.21,70.85,84.48,61.73,74.6,95.2,75.01,B
21,Business,2.7,89.64,83.21,59.74,70.79,82.75,60.3,100.0,74.97,B
23,Engineering,1.0,62.32,81.43,66.48,59.11,80.99,61.8,76.23,71.55,C
23,Mathematics,1.7,75.54,69.23,71.83,84.79,59.38,67.8,67.01,71.35,C
19,CS,2.7,72.54,42.09,67.74,70.51,60.03,44.9,100.0,64.16,D
21,Engineering,7.3,72.99,66.38,51.78,76.46,98.9,49.1,73.43,71.02,C
24,Business,5.9,78.33,81.46,65.1,81.82,63.74,61.5,51.37,71.89,C
18,Engineering,3.7,73.21,76.35,61.09,64.69,53.0,41.9,88.0,66.09,D
18,Business,6.0,65.21,80.19,52.67,85.91,54.24,100.0,80.58,73.92,B
22,CS,5.7,84.97,68.44,51.39,53.88,59.43,65.9,55.6,61.1,F
20,Engineering,4.6,89.92,70.86,82.37,49.4,52.42,61.9,81.65,70.81,C
21,Mathematics,5.4,77.67,47.74,67.42,74.91,62.32,75.2,87.05,69.28,C
19,Business,2.7,77.3,61.58,59.01,59.99,88.54,59.5,64.15,66.01,D
23,Mathematics,2.9,100.0,66.12,69.1,84.7,57.01,78.9,73.0,71.85,C
22,CS,1.1,87.79,49.32,67.91,65.69,76.48,100.0,72.71,69.38,C
18,Mathematics,2.3,96.38,83.02,43.73,57.88,71.95,64.2,95.88,66.36,D
20,CS,6.7,81.59,87.35,79.69,73.03,70.95,98.1,81.94,84.33,A
21,CS,3.8,81.99,70.12,79.58,96.44,100.0,88.8,45.87,82.73,A
23,Engineering,5.4,70.62,87.23,89.67,58.56,59.95,62.7,75.09,78.6,A
22,Engineering,2.2,74.62,52.85,51.66,81.33,65.53,53.3,57.09,60.24,F
21,Engineering,7.3,76.16,54.66,55.28,71.34,61.17,63.3,91.25,66.5,D
19,Engineering,4.8,71.56,67.23,88.75,65.7,88.6,45.2,80.69,78.21,A
18,Mathematics,3.9,100.0,90.61,57.13,59.39,76.23,98.3,64.2,73.8,B
19,Mathematics,3.3,74.22,44.75,98.86,84.6,88.79,100.0,86.37,84.9,A
19,Business,4.8,87.98,47.51,84.66,72.59,71.35,41.0,87.07,71.7,C
24,Business,4.0,92.52,38.93,46.86,52.84,67.82,100.0,49.86,56.93,F
22,Mathematics,2.1,100.0,84.21,53.3,69.5,52.25,65.3,59.29,64.6,D
19,CS,3.7,100.0,48.61,59.0,69.73,84.32,35.7,85.35,64.48,D
19,Engineering,7.3,83.93,74.42,55.23,80.96,79.12,77.8,36.19,70.51,C
23,CS,3.2,100.0,50.38,78.44,74.92,67.64,28.1,76.28,67.03,D
21,Engineering,4.5,80.04,68.2,43.45,90.43,68.76,70.8,86.56,68.54,C
21,Business,3.5,85.27,72.39,62.74,100.0,90.82,56.9,75.12,76.88,B
18,Business,3.5,84.0,53.7,59.74,65.43,47.81,82.1,69.24,62.53,F
23,Engineering,4.6,86.96,47.25,78.79,74.79,59.85,67.0,54.49,67.73,D
23,CS,4.0,83.23,56.56,48.64,74.06,43.2,39.1,76.12,57.01,F
24,Engineering,6.4,80.72,50.76,66.71,68.36,58.25,55.0,75.99,65.46,D
21,Business,1.5,92.81,66.43,32.1,79.18,62.59,71.5,93.38,61.42,F
18,Engineering,1.8,91.71,34.49,70.69,62.85,67.88,98.2,85.85,67.02,D
20,Business,4.8,65.39,67.51,51.3,75.48,92.29,61.2,59.44,68.52,C
19,Mathematics,3.9,83.88,49.01,74.25,59.58,67.14,30.2,86.68,64.72,D
24,Engineering,6.4,93.02,85.74,55.53,78.39,54.69,48.5,78.14,69.63,C
20,Engineering,2.9,87.35,64.17,57.52,93.29,87.38,71.7,66.97,72.51,C
21,CS,5.6,78.93,55.69,39.81,63.99,42.43,80.3,80.88,57.96,F
22,Business,3.0,98.1,90.6,77.16,70.05,83.99,81.4,98.83,83.9,A
19,Business,4.1,81.73,76.73,75.69,69.31,57.26,75.7,74.03,74.06,B
23,Business,4.4,100.0,91.94,61.96,89.83,74.74,100.0,63.65,80.23,A
19,Engineering,5.5,100.0,59.66,77.09,72.05,88.11,48.6,81.26,74.82,B
23,Mathematics,6.2,83.77,77.55,72.18,74.05,63.11,100.0,53.56,76.19,B
21,Engineering,4.3,100.0,59.57,64.34,82.44,72.71,100.0,76.53,74.29,B
21,Engineering,6.5,89.16,96.83,52.44,92.56,82.02,16.7,58.63,72.07,C
23,CS,6.3,68.2,100.0,46.08,71.42,61.79,95.5,72.62,73.77,B
18,Engineering,4.7,89.99,48.68,51.17,100.0,100.0,63.9,42.59,68.09,D
24,Mathematics,5.1,97.02,46.25,82.94,68.89,61.48,82.5,66.47,71.13,C
20,Business,0.6,92.68,70.35,69.74,58.45,82.0,64.4,70.03,69.8,C
24,Business,2.4,100.0,73.16,38.2,74.47,63.93,79.8,77.73,63.8,D
21,Business,4.2,79.2,62.97,38.27,92.89,82.33,47.4,74.91,64.69,D
